Ticker,Nazwa,Cena,Data,Godzina,Kurs odniesienia,Kurs otwarcia,Max 1D,Min 1D,Wolumen obrotu,Wartość obrotu,Liczba transakcji,Stopa zwrotu 1R,Max 1R,Min 1R,System notowań
PKOBP,Powszechna Kasa Oszczędności Bank Polski SA (PKO),76.06,2025-05-27,11:26:29,75.82,75.7,76.22,75.12,322333.0,24431738.0,1668.0,30.09,80.0400(2025-03-18),49.8400(2024-08-07),ciągłe
PZU,Powszechny Zakład Ubezpieczeń SA (PZU),60.34,2025-05-27,11:26:31,60.5,60.62,60.78,60.12,150555.0,9091016.0,1191.0,21.25,63.3200(2025-05-16),39.1500(2024-09-16),ciągłe
SANPL,Santander Bank Polska SA (SPL),511.4,2025-05-27,11:26:32,509.2,509.2,514.8,508.4,10853.0,5554758.0,716.0,-0.31,621.0000(2025-04-25),437.2000(2024-11-29),ciągłe
ZABKA,Grupa Żabka SA (ZAB),23.53,2025-05-27,11:26:34,23.58,23.59,23.75,23.46,389678.0,9204083.0,1366.0,-,24.7450(2025-01-17),17.9000(2024-11-25),ciągłe
ALIOR,Alior Bank SA (ALR),106.7,2025-05-27,11:56:43,106.65,106.65,107.45,105.15,47979.0,5099395.0,560.0,11.56,123.1500(2025-04-01),85.8600(2024-11-19),ciągłe
ALLEGRO,Allegro.eu SA (ALE),33.615,2025-05-27,11:56:45,33.515,33.25,33.835,33.24,561913.0,18866924.0,2566.0,-15.78,39.9750(2024-05-27),25.6700(2025-01-13),ciągłe
BUDIMEX,Budimex SA (BDX),658.2,2025-05-27,11:56:47,658.8,664.0,669.6,657.0,20553.0,13626327.0,1351.0,-17.31,796.0000(2024-05-27),440.4000(2024-12-17),ciągłe
CCC,CCC S.A. (CCC),237.1,2025-05-27,11:56:48,235.3,236.4,239.8,234.8,232034.0,54939692.0,2442.0,80.92,244.5000(2025-04-29),114.5000(2024-07-02),ciągłe
CDPROJEKT,CD Projekt SA (CDR),220.5,2025-05-27,11:56:50,220.1,221.5,221.9,218.7,48245.0,10628760.0,1603.0,57.78,257.6000(2025-05-02),130.3000(2024-05-29),ciągłe
DINOPL,Dino Polska SA (DNP),543.6,2025-05-27,11:56:52,544.8,541.0,544.0,538.4,22057.0,11938612.0,1087.0,35.8,556.2000(2025-05-08),303.3000(2024-09-16),ciągłe
KETY,Grupa Kęty SA (KTY),873.0,2025-05-27,11:56:54,867.5,866.0,877.0,864.5,1509.0,1314434.0,311.0,0.75,906.5000(2024-06-24),664.0000(2024-10-30),ciągłe
KGHM,KGHM Polska Miedź SA (KGH),125.95,2025-05-27,11:56:56,127.3,127.0,127.3,124.5,108419.0,13669235.0,1493.0,-20.81,163.7000(2024-09-26),106.5000(2025-04-09),ciągłe
KRUK,Kruk SA (KRU),419.8,2025-05-27,11:56:58,421.0,420.8,422.8,417.7,13427.0,5649122.0,931.0,-7.31,476.8000(2024-07-09),352.0000(2025-04-09),ciągłe
LPP,LPP SA (LPP),15500.0,2025-05-27,11:57:00,15625.0,15740.0,15740.0,15430.0,972.0,15114555.0,569.0,-9.26,18500.0000(2025-03-06),13670.0000(2024-09-11),ciągłe
MBANK,mBank S.A. (MBK),836.6,2025-05-27,11:57:02,826.4,826.2,839.4,813.4,4006.0,3341872.0,558.0,31.4,868.6000(2025-04-24),530.0000(2024-11-28),ciągłe
ORANGEPL,Orange Polska S.A. (OPL),9.89,2025-05-27,11:57:05,9.804,9.76,9.89,9.76,63752.0,626988.0,283.0,17.74,9.9260(2025-05-21),7.1500(2025-01-14),ciągłe
PEKAO,Bank Polska Kasa Opieki SA (PEO),182.55,2025-05-27,11:57:06,181.8,181.75,183.25,181.1,157331.0,28652666.0,1511.0,13.02,192.6000(2025-04-29),135.6500(2024-11-29),ciągłe
PEPCO,Pepco Group NV (PCO),17.105,2025-05-27,11:57:08,16.965,17.09,17.105,16.84,407758.0,6923758.0,1801.0,-31.16,24.6000(2024-06-03),14.0250(2025-04-04),ciągłe
PGE,Polska Grupa Energetyczna SA (PGE),9.23,2025-05-27,11:57:10,9.2,9.2,9.26,9.084,386220.0,3543598.0,1052.0,22.37,9.5940(2025-05-16),5.8440(2024-12-19),ciągłe
PKNORLEN,ORLEN SA (PKN),72.28,2025-05-27,11:57:11,71.9,71.9,72.3,71.25,693683.0,49921884.0,3663.0,9.31,73.0000(2025-05-13),46.3200(2024-12-17),ciągłe
PKOBP,Powszechna Kasa Oszczędności Bank Polski SA (PKO),76.28,2025-05-27,11:57:13,75.82,75.7,76.28,75.12,398092.0,30202934.0,2072.0,30.09,80.0400(2025-03-18),49.8400(2024-08-07),ciągłe
PZU,Powszechny Zakład Ubezpieczeń SA (PZU),60.58,2025-05-27,11:57:15,60.5,60.62,60.78,60.12,175157.0,10580418.0,1470.0,21.25,63.3200(2025-05-16),39.1500(2024-09-16),ciągłe
SANPL,Santander Bank Polska SA (SPL),512.4,2025-05-27,11:57:17,509.2,509.2,514.8,508.4,12951.0,6628618.0,841.0,-0.31,621.0000(2025-04-25),437.2000(2024-11-29),ciągłe
ZABKA,Grupa Żabka SA (ZAB),23.56,2025-05-27,11:57:18,23.58,23.59,23.75,23.46,469736.0,11090644.0,1610.0,-,24.7450(2025-01-17),17.9000(2024-11-25),ciągłe
ALIOR,Alior Bank SA (ALR),106.3,2025-05-27,12:27:27,106.65,106.65,107.45,105.15,54470.0,5790076.0,668.0,11.15,123.1500(2025-04-01),85.8600(2024-11-19),ciągłe
ALLEGRO,Allegro.eu SA (ALE),33.76,2025-05-27,12:27:31,33.515,33.25,33.835,33.24,654712.0,21991350.0,3059.0,-15.57,39.9750(2024-05-27),25.6700(2025-01-13),ciągłe
BUDIMEX,Budimex SA (BDX),661.4,2025-05-27,12:27:32,658.8,664.0,669.6,657.0,26956.0,17851992.0,1637.0,-16.86,796.0000(2024-05-27),440.4000(2024-12-17),ciągłe
CCC,CCC S.A. (CCC),238.4,2025-05-27,12:27:34,235.3,236.4,239.8,234.8,249990.0,59210704.0,2746.0,81.83,244.5000(2025-04-29),114.5000(2024-07-02),ciągłe
CDPROJEKT,CD Projekt SA (CDR),220.4,2025-05-27,12:27:36,220.1,221.5,221.9,218.7,56433.0,12433397.0,1826.0,57.71,257.6000(2025-05-02),130.3000(2024-05-29),ciągłe
DINOPL,Dino Polska SA (DNP),543.0,2025-05-27,12:27:38,544.8,541.0,544.0,538.4,25569.0,13846179.0,1287.0,35.65,556.2000(2025-05-08),303.3000(2024-09-16),ciągłe
KETY,Grupa Kęty SA (KTY),872.0,2025-05-27,12:27:40,867.5,866.0,877.0,864.5,1741.0,1516941.0,366.0,0.98,906.5000(2024-06-24),664.0000(2024-10-30),ciągłe
KGHM,KGHM Polska Miedź SA (KGH),125.85,2025-05-27,12:27:42,127.3,127.0,127.3,124.5,128957.0,16256774.0,1804.0,-20.65,163.7000(2024-09-26),106.5000(2025-04-09),ciągłe
KRUK,Kruk SA (KRU),419.5,2025-05-27,12:27:43,421.0,420.8,422.8,417.7,14256.0,5997021.0,1079.0,-6.95,476.8000(2024-07-09),352.0000(2025-04-09),ciągłe
LPP,LPP SA (LPP),15510.0,2025-05-27,12:27:46,15625.0,15740.0,15740.0,15430.0,1092.0,16974304.0,655.0,-9.58,18500.0000(2025-03-06),13670.0000(2024-09-11),ciągłe
MBANK,mBank S.A. (MBK),835.8,2025-05-27,12:27:48,826.4,826.2,839.4,813.4,4849.0,4046427.0,697.0,31.31,868.6000(2025-04-24),530.0000(2024-11-28),ciągłe
ORANGEPL,Orange Polska S.A. (OPL),9.88,2025-05-27,12:27:52,9.804,9.76,9.898,9.76,88917.0,875800.0,370.0,17.6,9.9260(2025-05-21),7.1500(2025-01-14),ciągłe
PEKAO,Bank Polska Kasa Opieki SA (PEO),182.15,2025-05-27,12:27:54,181.8,181.75,183.25,181.1,182636.0,33261294.0,1763.0,13.02,192.6000(2025-04-29),135.6500(2024-11-29),ciągłe
PEPCO,Pepco Group NV (PCO),17.085,2025-05-27,12:27:55,16.965,17.09,17.125,16.84,459860.0,7813973.0,2049.0,-30.49,24.6000(2024-06-03),14.0250(2025-04-04),ciągłe
PGE,Polska Grupa Energetyczna SA (PGE),9.192,2025-05-27,12:28:00,9.2,9.2,9.26,9.084,423011.0,3882374.0,1187.0,23.12,9.5940(2025-05-16),5.8440(2024-12-19),ciągłe
PKNORLEN,ORLEN SA (PKN),72.24,2025-05-27,12:28:03,71.9,71.9,72.4,71.25,910240.0,65566356.0,4917.0,10.01,73.0000(2025-05-13),46.3200(2024-12-17),ciągłe
PKOBP,Powszechna Kasa Oszczędności Bank Polski SA (PKO),76.12,2025-05-27,12:28:05,75.82,75.7,76.3,75.12,507676.0,38533464.0,2630.0,30.39,80.0400(2025-03-18),49.8400(2024-08-07),ciągłe
PZU,Powszechny Zakład Ubezpieczeń SA (PZU),60.4,2025-05-27,12:28:06,60.5,60.62,60.78,60.12,204784.0,12371451.0,1799.0,21.25,63.3200(2025-05-16),39.1500(2024-09-16),ciągłe
SANPL,Santander Bank Polska SA (SPL),510.8,2025-05-27,12:28:09,509.2,509.2,514.8,508.4,16147.0,8263731.0,1002.0,-0.23,621.0000(2025-04-25),437.2000(2024-11-29),ciągłe
ZABKA,Grupa Żabka SA (ZAB),23.53,2025-05-27,12:28:11,23.58,23.59,23.75,23.46,566849.0,13376911.0,1890.0,-,24.7450(2025-01-17),17.9000(2024-11-25),ciągłe
ALIOR,Alior Bank SA (ALR),106.4,2025-05-27,12:58:39,106.65,106.65,107.45,105.15,57395.0,6101345.0,713.0,11.36,123.1500(2025-04-01),85.8600(2024-11-19),ciągłe
ALLEGRO,Allegro.eu SA (ALE),33.58,2025-05-27,12:58:41,33.515,33.25,33.835,33.24,718549.0,24139886.0,3388.0,-15.97,39.9750(2024-05-27),25.6700(2025-01-13),ciągłe
BUDIMEX,Budimex SA (BDX),661.6,2025-05-27,12:58:42,658.8,664.0,669.6,657.0,29452.0,19504602.0,1815.0,-16.83,796.0000(2024-05-27),440.4000(2024-12-17),ciągłe
CCC,CCC S.A. (CCC),238.2,2025-05-27,12:58:44,235.3,236.4,239.8,234.8,263456.0,62417156.0,2982.0,81.83,244.5000(2025-04-29),114.5000(2024-07-02),ciągłe
CDPROJEKT,CD Projekt SA (CDR),220.3,2025-05-27,12:58:45,220.1,221.5,221.9,218.7,61918.0,13642524.0,1966.0,57.71,257.6000(2025-05-02),130.3000(2024-05-29),ciągłe
DINOPL,Dino Polska SA (DNP),543.0,2025-05-27,12:58:47,544.8,541.0,544.0,538.4,27135.0,14696307.0,1372.0,35.55,556.2000(2025-05-08),303.3000(2024-09-16),ciągłe
KETY,Grupa Kęty SA (KTY),872.5,2025-05-27,12:58:49,867.5,866.0,877.0,864.5,1811.0,1577962.0,383.0,0.98,906.5000(2024-06-24),664.0000(2024-10-30),ciągłe
KGHM,KGHM Polska Miedź SA (KGH),125.6,2025-05-27,12:58:50,127.3,127.0,127.3,124.5,155024.0,19532134.0,2039.0,-20.65,163.7000(2024-09-26),106.5000(2025-04-09),ciągłe
KRUK,Kruk SA (KRU),418.7,2025-05-27,12:58:52,421.0,420.8,422.8,417.7,15180.0,6384261.0,1177.0,-6.95,476.8000(2024-07-09),352.0000(2025-04-09),ciągłe
LPP,LPP SA (LPP),15505.0,2025-05-27,12:58:54,15625.0,15740.0,15740.0,15430.0,1133.0,17610810.0,693.0,-9.58,18500.0000(2025-03-06),13670.0000(2024-09-11),ciągłe
MBANK,mBank S.A. (MBK),836.2,2025-05-27,12:58:55,826.4,826.2,839.4,813.4,5079.0,4238563.0,751.0,31.31,868.6000(2025-04-24),530.0000(2024-11-28),ciągłe
ORANGEPL,Orange Polska S.A. (OPL),9.872,2025-05-27,12:58:57,9.804,9.76,9.898,9.76,95540.0,941231.0,399.0,17.6,9.9260(2025-05-21),7.1500(2025-01-14),ciągłe
PEKAO,Bank Polska Kasa Opieki SA (PEO),182.3,2025-05-27,12:59:00,181.8,181.75,183.25,181.1,195731.0,35646668.0,1888.0,13.02,192.6000(2025-04-29),135.6500(2024-11-29),ciągłe
PEPCO,Pepco Group NV (PCO),16.965,2025-05-27,12:59:01,16.965,17.09,17.125,16.84,493391.0,8384611.0,2197.0,-30.49,24.6000(2024-06-03),14.0250(2025-04-04),ciągłe
PGE,Polska Grupa Energetyczna SA (PGE),9.186,2025-05-27,12:59:22,9.2,9.2,9.26,9.084,449514.0,4125754.0,1279.0,23.12,9.5940(2025-05-16),5.8440(2024-12-19),ciągłe
PKNORLEN,ORLEN SA (PKN),72.23,2025-05-27,12:59:23,71.9,71.9,72.4,71.25,1009550.0,72742368.0,5617.0,10.01,73.0000(2025-05-13),46.3200(2024-12-17),ciągłe
PKOBP,Powszechna Kasa Oszczędności Bank Polski SA (PKO),76.18,2025-05-27,12:59:25,75.82,75.7,76.3,75.12,567151.0,43058872.0,2871.0,30.39,80.0400(2025-03-18),49.8400(2024-08-07),ciągłe
PZU,Powszechny Zakład Ubezpieczeń SA (PZU),60.48,2025-05-27,12:59:27,60.5,60.62,60.78,60.12,232474.0,14046058.0,2020.0,21.25,63.3200(2025-05-16),39.1500(2024-09-16),ciągłe
SANPL,Santander Bank Polska SA (SPL),510.8,2025-05-27,12:59:30,509.2,509.2,514.8,508.4,16825.0,8610034.0,1042.0,-0.23,621.0000(2025-04-25),437.2000(2024-11-29),ciągłe
ZABKA,Grupa Żabka SA (ZAB),23.56,2025-05-27,12:59:32,23.58,23.59,23.75,23.46,620072.0,14630506.0,2047.0,-,24.7450(2025-01-17),17.9000(2024-11-25),ciągłe
ALIOR,Alior Bank SA (ALR),106.55,2025-05-27,13:29:41,106.65,106.65,107.45,105.15,60448.0,6426226.0,770.0,11.2,123.1500(2025-04-01),85.8600(2024-11-19),ciągłe
ALLEGRO,Allegro.eu SA (ALE),33.56,2025-05-27,13:29:43,33.515,33.25,33.835,33.24,779832.0,26198364.0,3686.0,-15.96,39.9750(2024-05-27),25.6700(2025-01-13),ciągłe
BUDIMEX,Budimex SA (BDX),658.6,2025-05-27,13:29:44,658.8,664.0,669.6,657.0,30985.0,20517056.0,1922.0,-17.24,796.0000(2024-05-27),440.4000(2024-12-17),ciągłe
CCC,CCC S.A. (CCC),237.1,2025-05-27,13:29:46,235.3,236.4,239.8,234.8,279479.0,66224060.0,3246.0,81.07,244.5000(2025-04-29),114.5000(2024-07-02),ciągłe
CDPROJEKT,CD Projekt SA (CDR),220.0,2025-05-27,13:29:48,220.1,221.5,221.9,218.7,84334.0,18575156.0,2254.0,57.42,257.6000(2025-05-02),130.3000(2024-05-29),ciągłe
DINOPL,Dino Polska SA (DNP),542.0,2025-05-27,13:29:50,544.8,541.0,544.0,538.4,30116.0,16312947.0,1541.0,35.5,556.2000(2025-05-08),303.3000(2024-09-16),ciągłe
KETY,Grupa Kęty SA (KTY),871.0,2025-05-27,13:29:52,867.5,866.0,877.0,864.5,1983.0,1727849.0,437.0,0.98,906.5000(2024-06-24),664.0000(2024-10-30),ciągłe
KGHM,KGHM Polska Miedź SA (KGH),125.6,2025-05-27,13:29:55,127.3,127.0,127.3,124.5,171824.0,21639976.0,2249.0,-20.65,163.7000(2024-09-26),106.5000(2025-04-09),ciągłe
KRUK,Kruk SA (KRU),417.9,2025-05-27,13:29:56,421.0,420.8,422.8,417.2,15886.0,6679614.0,1315.0,-6.95,476.8000(2024-07-09),352.0000(2025-04-09),ciągłe
LPP,LPP SA (LPP),15480.0,2025-05-27,13:29:58,15625.0,15740.0,15740.0,15430.0,1209.0,18789904.0,760.0,-9.58,18500.0000(2025-03-06),13670.0000(2024-09-11),ciągłe
MBANK,mBank S.A. (MBK),835.6,2025-05-27,13:30:00,826.4,826.2,839.4,813.4,5787.0,4830275.0,857.0,31.31,868.6000(2025-04-24),530.0000(2024-11-28),ciągłe
ORANGEPL,Orange Polska S.A. (OPL),9.886,2025-05-27,13:30:03,9.804,9.76,9.898,9.76,113630.0,1120059.0,473.0,17.6,9.9260(2025-05-21),7.1500(2025-01-14),ciągłe
PEKAO,Bank Polska Kasa Opieki SA (PEO),182.4,2025-05-27,13:30:04,181.8,181.75,183.25,181.1,209076.0,38079964.0,2013.0,13.02,192.6000(2025-04-29),135.6500(2024-11-29),ciągłe
PEPCO,Pepco Group NV (PCO),16.955,2025-05-27,13:30:06,16.965,17.09,17.125,16.84,526721.0,8950411.0,2321.0,-30.49,24.6000(2024-06-03),14.0250(2025-04-04),ciągłe
PGE,Polska Grupa Energetyczna SA (PGE),9.136,2025-05-27,13:30:08,9.2,9.2,9.26,9.084,484821.0,4449359.0,1394.0,23.12,9.5940(2025-05-16),5.8440(2024-12-19),ciągłe
PKNORLEN,ORLEN SA (PKN),72.19,2025-05-27,13:30:10,71.9,71.9,72.4,71.25,1127892.0,81285048.0,6193.0,10.01,73.0000(2025-05-13),46.3200(2024-12-17),ciągłe
PKOBP,Powszechna Kasa Oszczędności Bank Polski SA (PKO),76.1,2025-05-27,13:30:11,75.82,75.7,76.3,75.12,651966.0,49517644.0,3167.0,30.39,80.0400(2025-03-18),49.8400(2024-08-07),ciągłe
PZU,Powszechny Zakład Ubezpieczeń SA (PZU),60.48,2025-05-27,13:30:13,60.5,60.62,60.78,60.12,288542.0,17439836.0,2317.0,21.25,63.3200(2025-05-16),39.1500(2024-09-16),ciągłe
SANPL,Santander Bank Polska SA (SPL),511.2,2025-05-27,13:30:15,509.2,509.2,514.8,508.4,18841.0,9641438.0,1133.0,-0.23,621.0000(2025-04-25),437.2000(2024-11-29),ciągłe
ZABKA,Grupa Żabka SA (ZAB),23.51,2025-05-27,13:30:17,23.58,23.59,23.75,23.46,757630.0,17869096.0,2276.0,-,24.7450(2025-01-17),17.9000(2024-11-25),ciągłe
ALIOR,Alior Bank SA (ALR),106.5,2025-05-27,14:00:26,106.65,106.65,107.45,105.15,62422.0,6636434.0,810.0,11.46,123.1500(2025-04-01),85.8600(2024-11-19),ciągłe
ALLEGRO,Allegro.eu SA (ALE),33.52,2025-05-27,14:00:28,33.515,33.25,33.835,33.24,860444.0,28902390.0,4023.0,-16.15,39.9750(2024-05-27),25.6700(2025-01-13),ciągłe
BUDIMEX,Budimex SA (BDX),661.4,2025-05-27,14:00:29,658.8,664.0,669.6,657.0,33351.0,22077446.0,2110.0,-17.06,796.0000(2024-05-27),440.4000(2024-12-17),ciągłe
CCC,CCC S.A. (CCC),237.8,2025-05-27,14:00:31,235.3,236.4,239.8,234.8,290718.0,68890952.0,3437.0,81.53,244.5000(2025-04-29),114.5000(2024-07-02),ciągłe
CDPROJEKT,CD Projekt SA (CDR),220.2,2025-05-27,14:00:33,220.1,221.5,221.9,218.7,89760.0,19769046.0,2402.0,57.57,257.6000(2025-05-02),130.3000(2024-05-29),ciągłe
DINOPL,Dino Polska SA (DNP),545.0,2025-05-27,14:00:52,544.8,541.0,545.0,538.4,33426.0,18110500.0,1687.0,35.9,556.2000(2025-05-08),303.3000(2024-09-16),ciągłe
KETY,Grupa Kęty SA (KTY),873.0,2025-05-27,14:01:08,867.5,866.0,877.0,864.5,2039.0,1776681.0,461.0,0.98,906.5000(2024-06-24),664.0000(2024-10-30),ciągłe
KGHM,KGHM Polska Miedź SA (KGH),125.55,2025-05-27,14:01:09,127.3,127.0,127.3,124.5,179236.0,22571432.0,2361.0,-20.65,163.7000(2024-09-26),106.5000(2025-04-09),ciągłe
KRUK,Kruk SA (KRU),417.8,2025-05-27,14:01:11,421.0,420.8,422.8,417.2,16576.0,6967947.0,1405.0,-6.95,476.8000(2024-07-09),352.0000(2025-04-09),ciągłe
LPP,LPP SA (LPP),15525.0,2025-05-27,14:01:13,15625.0,15740.0,15740.0,15430.0,1257.0,19533616.0,807.0,-9.58,18500.0000(2025-03-06),13670.0000(2024-09-11),ciągłe
MBANK,mBank S.A. (MBK),844.0,2025-05-27,14:01:22,826.4,826.2,844.4,813.4,8438.0,7057130.0,1030.0,31.31,868.6000(2025-04-24),530.0000(2024-11-28),ciągłe
ORANGEPL,Orange Polska S.A. (OPL),9.886,2025-05-27,14:01:23,9.804,9.76,9.898,9.76,136364.0,1344959.0,540.0,17.6,9.9260(2025-05-21),7.1500(2025-01-14),ciągłe
PEKAO,Bank Polska Kasa Opieki SA (PEO),183.55,2025-05-27,14:01:25,181.8,181.75,183.6,181.1,245315.0,44718792.0,2339.0,13.02,192.6000(2025-04-29),135.6500(2024-11-29),ciągłe
PEPCO,Pepco Group NV (PCO),17.05,2025-05-27,14:01:29,16.965,17.09,17.125,16.84,571372.0,9710544.0,2527.0,-30.49,24.6000(2024-06-03),14.0250(2025-04-04),ciągłe
PGE,Polska Grupa Energetyczna SA (PGE),9.122,2025-05-27,14:01:31,9.2,9.2,9.26,9.084,536431.0,4920905.0,1551.0,23.12,9.5940(2025-05-16),5.8440(2024-12-19),ciągłe
PKNORLEN,ORLEN SA (PKN),72.25,2025-05-27,14:01:33,71.9,71.9,72.4,71.25,1348807.0,97205600.0,7349.0,10.01,73.0000(2025-05-13),46.3200(2024-12-17),ciągłe
PKOBP,Powszechna Kasa Oszczędności Bank Polski SA (PKO),76.64,2025-05-27,14:01:34,75.82,75.7,76.72,75.12,874449.0,66489056.0,3691.0,30.39,80.0400(2025-03-18),49.8400(2024-08-07),ciągłe
PZU,Powszechny Zakład Ubezpieczeń SA (PZU),60.72,2025-05-27,14:01:36,60.5,60.62,60.78,60.12,325835.0,19699552.0,2611.0,21.25,63.3200(2025-05-16),39.1500(2024-09-16),ciągłe
SANPL,Santander Bank Polska SA (SPL),510.0,2025-05-27,14:01:38,509.2,509.2,514.8,508.4,28386.0,14516259.0,1395.0,-0.23,621.0000(2025-04-25),437.2000(2024-11-29),ciągłe
ZABKA,Grupa Żabka SA (ZAB),23.55,2025-05-27,14:01:40,23.58,23.59,23.75,23.46,818902.0,19309332.0,2463.0,-,24.7450(2025-01-17),17.9000(2024-11-25),ciągłe
ALIOR,Alior Bank SA (ALR),106.75,2025-05-27,14:31:49,106.65,106.65,107.45,105.15,67640.0,7193113.0,892.0,11.62,123.1500(2025-04-01),85.8600(2024-11-19),ciągłe
ALLEGRO,Allegro.eu SA (ALE),33.62,2025-05-27,14:31:50,33.515,33.25,33.835,33.24,941807.0,31629918.0,4375.0,-15.92,39.9750(2024-05-27),25.6700(2025-01-13),ciągłe
BUDIMEX,Budimex SA (BDX),661.0,2025-05-27,14:31:52,658.8,664.0,669.6,657.0,45602.0,30191260.0,2610.0,-16.96,796.0000(2024-05-27),440.4000(2024-12-17),ciągłe
CCC,CCC S.A. (CCC),237.6,2025-05-27,14:31:54,235.3,236.4,239.8,234.8,311360.0,73795112.0,3732.0,81.3,244.5000(2025-04-29),114.5000(2024-07-02),ciągłe
CDPROJEKT,CD Projekt SA (CDR),220.2,2025-05-27,14:31:55,220.1,221.5,221.9,218.7,108361.0,23861364.0,2673.0,57.5,257.6000(2025-05-02),130.3000(2024-05-29),ciągłe
DINOPL,Dino Polska SA (DNP),545.2,2025-05-27,14:31:58,544.8,541.0,545.2,538.4,36245.0,19646162.0,1814.0,36.1,556.2000(2025-05-08),303.3000(2024-09-16),ciągłe
KETY,Grupa Kęty SA (KTY),873.0,2025-05-27,14:32:01,867.5,866.0,877.0,864.5,2195.0,1912689.0,510.0,0.98,906.5000(2024-06-24),664.0000(2024-10-30),ciągłe
KGHM,KGHM Polska Miedź SA (KGH),125.95,2025-05-27,14:32:02,127.3,127.0,127.3,124.5,229067.0,28842994.0,2830.0,-20.65,163.7000(2024-09-26),106.5000(2025-04-09),ciągłe
KRUK,Kruk SA (KRU),418.4,2025-05-27,14:32:04,421.0,420.8,422.8,417.2,16989.0,7140640.0,1499.0,-6.95,476.8000(2024-07-09),352.0000(2025-04-09),ciągłe
LPP,LPP SA (LPP),15540.0,2025-05-27,14:32:06,15625.0,15740.0,15740.0,15430.0,1342.0,20854124.0,877.0,-9.58,18500.0000(2025-03-06),13670.0000(2024-09-11),ciągłe
MBANK,mBank S.A. (MBK),843.8,2025-05-27,14:32:09,826.4,826.2,844.6,813.4,9375.0,7846635.0,1142.0,31.31,868.6000(2025-04-24),530.0000(2024-11-28),ciągłe
ORANGEPL,Orange Polska S.A. (OPL),9.876,2025-05-27,14:32:11,9.804,9.76,9.898,9.76,145540.0,1435586.0,586.0,17.6,9.9260(2025-05-21),7.1500(2025-01-14),ciągłe
PEKAO,Bank Polska Kasa Opieki SA (PEO),183.4,2025-05-27,14:32:13,181.8,181.75,183.6,181.1,280772.0,51211088.0,2616.0,13.02,192.6000(2025-04-29),135.6500(2024-11-29),ciągłe
PEPCO,Pepco Group NV (PCO),17.09,2025-05-27,14:32:15,16.965,17.09,17.125,16.84,635100.0,10799058.0,2764.0,-30.49,24.6000(2024-06-03),14.0250(2025-04-04),ciągłe
PGE,Polska Grupa Energetyczna SA (PGE),9.132,2025-05-27,14:32:17,9.2,9.2,9.26,9.084,602776.0,5526313.0,1698.0,23.12,9.5940(2025-05-16),5.8440(2024-12-19),ciągłe
PKNORLEN,ORLEN SA (PKN),72.25,2025-05-27,14:32:19,71.9,71.9,72.4,71.25,1571350.0,113305352.0,8161.0,10.01,73.0000(2025-05-13),46.3200(2024-12-17),ciągłe
PKOBP,Powszechna Kasa Oszczędności Bank Polski SA (PKO),76.58,2025-05-27,14:32:20,75.82,75.7,76.76,75.12,1028330.0,78271048.0,4283.0,30.39,80.0400(2025-03-18),49.8400(2024-08-07),ciągłe
PZU,Powszechny Zakład Ubezpieczeń SA (PZU),60.84,2025-05-27,14:32:22,60.5,60.62,60.86,60.12,404254.0,24463388.0,3021.0,21.25,63.3200(2025-05-16),39.1500(2024-09-16),ciągłe
SANPL,Santander Bank Polska SA (SPL),510.4,2025-05-27,14:32:24,509.2,509.2,514.8,508.4,38843.0,19857298.0,1626.0,-0.23,621.0000(2025-04-25),437.2000(2024-11-29),ciągłe
ZABKA,Grupa Żabka SA (ZAB),23.6,2025-05-27,14:32:27,23.58,23.59,23.75,23.46,903810.0,21310492.0,2759.0,-,24.7450(2025-01-17),17.9000(2024-11-25),ciągłe
ALIOR,Alior Bank SA (ALR),106.6,2025-05-27,15:02:36,106.65,106.65,107.45,105.15,71811.0,7638272.0,968.0,11.46,123.1500(2025-04-01),85.8600(2024-11-19),ciągłe
ALLEGRO,Allegro.eu SA (ALE),33.47,2025-05-27,15:02:37,33.515,33.25,33.835,33.24,1021107.0,34289752.0,4735.0,-16.27,39.9750(2024-05-27),25.6700(2025-01-13),ciągłe
BUDIMEX,Budimex SA (BDX),661.0,2025-05-27,15:02:39,658.8,664.0,669.6,657.0,49247.0,32602778.0,2831.0,-16.96,796.0000(2024-05-27),440.4000(2024-12-17),ciągłe
CCC,CCC S.A. (CCC),238.4,2025-05-27,15:02:40,235.3,236.4,239.8,234.8,334336.0,79262104.0,4053.0,81.98,244.5000(2025-04-29),114.5000(2024-07-02),ciągłe
CDPROJEKT,CD Projekt SA (CDR),219.9,2025-05-27,15:02:42,220.1,221.5,221.9,218.7,116713.0,25697172.0,2881.0,57.35,257.6000(2025-05-02),130.3000(2024-05-29),ciągłe
DINOPL,Dino Polska SA (DNP),546.4,2025-05-27,15:02:44,544.8,541.0,546.4,538.4,40292.0,21853590.0,2008.0,36.35,556.2000(2025-05-08),303.3000(2024-09-16),ciągłe
KETY,Grupa Kęty SA (KTY),872.5,2025-05-27,15:02:45,867.5,866.0,877.0,864.5,2302.0,2005998.0,534.0,0.98,906.5000(2024-06-24),664.0000(2024-10-30),ciągłe
KGHM,KGHM Polska Miedź SA (KGH),125.35,2025-05-27,15:02:47,127.3,127.0,127.3,124.5,264040.0,33235940.0,3178.0,-20.75,163.7000(2024-09-26),106.5000(2025-04-09),ciągłe
